title,url,date
"Cumhurbaşkanı Erdoğan, Litvanya Cumhurbaşkanı Nauseda ile bir araya geldi",https://www.tccb.gov.tr/assets/video/2021/2021-06-13-nato-04-litvanya.mp4,13.06.2021
"Cumhurbaşkanı Erdoğan, Letonya Cumhurbaşkanı Levits ile görüştü",https://www.tccb.gov.tr/assets/video/2021/2021-06-13-nato-05-letonya.mp4,13.06.2021
"Cumhurbaşkanı Erdoğan, Anadolu Efes Spor Kulübü yönetici, teknik heyet ve sporcularını kabul etti",https://www.tccb.gov.tr/assets/video/2021/2021-06-12-anadoluefes.mp4,12.06.2021
"Cumhurbaşkanı Erdoğan'ın, Kilis Yukarı Afrin Barajı ve İçme Suyu İsale Hattı Açılış Töreni'nde yaptığı konuşma",https://www.tccb.gov.tr/assets/video/2021/2021-06-11-baraj.mp4,11.06.2021
"Cumhurbaşkanı Erdoğan, Marmara Denizi’nde görülen müsilaj sorununa ilişkin özel toplantıya başkanlık etti",https://www.tccb.gov.tr/assets/video/2021A/2021-06-10-musilaj.mp4,10.06.2021
AK Parti Grup Toplantısı (TBMM),https://www.tccb.gov.tr/assets/video/2021/2021-06-09-akparti.mp4,09.06.2021
Anlaşmaların İmza Töreni ve Ortak Basın Toplantısı (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021/2021-06-09-kirgiz-03-bt.mp4,09.06.2021
KKTC Cumhuriyet Meclisi Başkanı Önder Sennaroğlu’nu Kabul (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021A/2021-06-08-kktc.mp4,08.06.2021
"Emine Erdoğan, “Merhametin Dili Kuş Dili Vakıf Haftası Toplantısı”na katıldı",https://www.tccb.gov.tr/assets/video/2021/2021-06-07-ee-merhamet.mp4,07.06.2021
"Emine Erdoğan, Beyoğlu’nda atık malzemelerden üretilen ürünlerin yer aldığı serginin açılışını yaptı",https://www.tccb.gov.tr/assets/video/2021/2021-06-05-ee-dunyacevregunu.mp4,05.06.2021
5 Haziran Dünya Çevre Günü Toplu Açılış Töreni (Pendik Millet Bahçesi),https://www.tccb.gov.tr/assets/video/2021A/2021-06-05-cevregunu.mp4,05.06.2021
Uzun Mehmet Camii Açılış Programı (Zonguldak),https://www.tccb.gov.tr/assets/video/2021/2021-06-04-zonguldak-01-cami.mp4,04.06.2021
Zonguldak Belediyesini Ziyaret ve Denizkurdu Tatbikatına Canlı Bağlantı (Zonguldak),https://www.tccb.gov.tr/assets/video/2021/2021-06-04-zonguldak-03-tatbikat.mp4,04.06.2021
MFA Kocayusuf Maske Fabrikası Açılış Töreni (Zonguldak),https://www.tccb.gov.tr/assets/video/2021/2021-06-04-zonguldak-02-fabrika.mp4,04.06.2021
Filyos Limanı Açılışı ve Doğalgaz İşleme Tesisleri Temel Atma Töreni (Zonguldak),https://www.tccb.gov.tr/assets/video/2021/2021-06-04-zonguldak-04-liman.mp4,04.06.2021
"Emine Erdoğan, Olgunlaşma Enstitüleri bünyesinde kurulan “Bohça” mağazasının açılışını gerçekleştirdi",https://www.tccb.gov.tr/assets/video/2021A/2021-06-05-ee-program.mp4,05.06.2021
"Emine Erdoğan, çevreye olan katkılarından dolayı UN-Habitat tarafından “Atık Alanında Akıllı Şehirler Küresel Şampiyonu” ödülüne layık görüldü",https://www.tccb.gov.tr/assets/video/2021A/2021-06-02-ee-odul.mp4,02.06.2021
Avrupa ve Dünya Şampiyonalarında Madalya Alan Jimnastikçileri Kabul (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021A/2021-06-02-jimnastikciler.mp4,02.06.2021
"Emine Erdoğan, “Van Gölü Sempozyumu”na katıldı",https://www.tccb.gov.tr/assets/video/2021/2021-06-01-ee-vangolu.mp4,01.06.2021
Gürcistan Başbakanı Irakli Garibashvili ile Ortak Basın Toplantısı (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021/2021-06-01-gurcistan-03-bt.mp4,01.06.2021
"Emine Erdoğan, görme engellilere yönelik “Tablolar Konuşuyor Dijital Resim Sergisi”nin açılışını yaptı",https://www.tccb.gov.tr/assets/video/2021A/2021-05-31-ee-sergi.mp4,31.05.2021
“Haziran ayını tam manasıyla bir aşı seferberliği ayına dönüştürmek için imkânları sonuna kadar zorlayacağız”,https://www.tccb.gov.tr/assets/video/2021A/2021-05-31-kabine-bt.mp4,31.05.2021
"Çamlıca Kulesi Açılış Töreni (Üsküdar, İstanbul)",https://www.tccb.gov.tr/assets/video/2021/2021-05-29-camlicakulesi.mp4,29.05.2021
"Emine Erdoğan, Kitaplar ve Kâğıtlar Sergisi’nin açılışını yaptı",https://www.tccb.gov.tr/assets/video/2021/2021-0529-ee-sergi.mp4,ee.0529.2021
Taksim Camii Açılış Programı,https://www.tccb.gov.tr/assets/video/2021/2021-05-28-cami.mp4,28.05.2021
"Emine Erdoğan, Artsın Eksilmesin Dönüşüm Pazarı’nı ziyaret etti",https://www.tccb.gov.tr/assets/video/2021/2021-05-28-ee-toren.mp4,28.05.2021
Genişletilmiş İl Başkanları Toplantısı (Demokrasi ve Özgürlükler Adası),https://www.tccb.gov.tr/assets/video/2021/2021-05-27-ilbaskanlari.mp4,27.05.2021
1.Uluslararası Medya ve İslamofobi Sempozyumu (ATO Congresium),https://www.tccb.gov.tr/assets/video/2021/2021-05-25-sempozyum.mp4,25.05.2021
"Emine Erdoğan, Polonya Cumhurbaşkanı Andrzej Sebastian Duda’nın eşi Agata Kornhauser Duda ile PIKTES Ofisi'ni ziyaret etti",https://www.tccb.gov.tr/assets/video/2021/2021-05-26-polonya-04-ee.mp4,26.05.2021
AK Parti Grup Toplantısı (TBMM),https://www.tccb.gov.tr/assets/video/2021/2021-05-26-akparti.mp4,26.05.2021
ABD Merkezli Şirketlerin Üst Düzey Yöneticileri ile Çevrimiçi Toplantı (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021/2021-05-26-abd.mp4,26.05.2021
Anlaşmaların İmza Töreni ve Ortak Basın Toplantısı (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021/2021-05-24-polonya-03-bt.mp4,24.05.2021
KKTC Sulamaları İletim Tüneli Işık Görünme Töreni’ne Canlı Bağlantı (Vahdettin Köşkü),https://www.tccb.gov.tr/assets/video/2021/2021-05-22-kktc.mp4,22.05.2021
Kuzey Marmara Otoyolu Habipler Kavşağı – Hasdal Kavşağı Açılış Töreni,https://www.tccb.gov.tr/assets/video/2021/2021-05-21-kuzeymarmara.mp4,21.05.2021
"Beşiktaş JK Yönetici, Teknik Heyet ve Futbolcularını Kabul (Cumhurbaşkanlığı Külliyesi)",https://www.tccb.gov.tr/assets/video/2021/2021-05-20-besiktas.mp4,20.05.2021
"19 Mayıs Atatürk’ü Anma, Gençlik ve Spor Bayramı Münasebetiyle Temsilci Genç Buluşması ve TRT Spor Yıldız Tanıtım Programı",https://www.tccb.gov.tr/assets/video/2021A/2021-05-19-gencler.mp4,19.05.2021
"Cumhurbaşkanı Erdoğan, tüm yurtta aynı anda okunan İstiklal Marşı'na eşlik etti",https://www.tccb.gov.tr/assets/video/2021A/2021-05-19-istiklal-marsi.mp4,19.05.2021
"Cumhurbaşkanı Erdoğan, “Kütüphane Söyleşileri” programında gençlerle bir araya geldi",https://www.tccb.gov.tr/assets/video/2021A/2021-05-19-genclerle-soylesi.mp4,19.05.2021
"Cumhurbaşkanı Erdoğan, MHP Genel Başkanı Bahçeli ile bir araya geldi",https://www.tccb.gov.tr/assets/video/2021/2021-05-18-devletbahceli.mp4,18.05.2021
Kabine Toplantısı (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021A/2021-05-17-kabine.mp4,17.05.2021
Kabine Toplantısı Sonrası Basın Açıklaması,https://www.tccb.gov.tr/assets/video/2021A/2021-05-17-kabine-bt.mp4,17.05.2021
"Cumhurbaşkanı Erdoğan'ın, AK Parti teşkilatlarıyla bayramlaşma programında yaptığı konuşma",https://www.tccb.gov.tr/assets/video/2021/2021-05-14-bayramlasma.mp4,14.05.2021
Cumhurbaşkanımız Sayın Recep Tayyip Erdoğan'ın Ramazan Bayramı Mesajı,https://www.tccb.gov.tr/assets/video/2021A/2021-05-12-ramazanbayrami1.mp4,12.05.2021
Kur'an-ı Kerim'i Güzel Okuma Yarışması Final Programı,https://www.tccb.gov.tr/assets/video/2021A/2021-05-12-kuranikerim-yarismasi.mp4,12.05.2021
"Cumhurbaşkanı Erdoğan'ın, Diyarbakır anneleriyle iftar programında yaptığı konuşma",https://www.tccb.gov.tr/assets/video/2021/2021-05-08-iftar.mp4,08.05.2021
"Cumhurbaşkanı Erdoğan, cuma namazı çıkışında basın mensuplarının çeşitli konulara ilişkin sorularını cevapladı",https://www.tccb.gov.tr/assets/video/2021/2021-05-07-cuma.mp4,07.05.2021
“17 Mayıs itibarıyla başlayacak yeni normalleşme takvimimizi önümüzdeki günlerde açıklayacağız”,https://www.tccb.gov.tr/assets/video/2021A/2021-05-07-gencler2.mp4,07.05.2021
"Cumhurbaşkanı Erdoğan, millî sporcularla iftar yemeğinde bir araya geldi",https://www.tccb.gov.tr/assets/video/2021A/2021-05-06-sporcular.mp4,06.05.2021
Şili Büyükelçisi Rodrigo E. Arcos Castro’nun Güven Mektubunu Takdim Töreni (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021A/2021-05-04-sili.mp4,04.05.2021
Gine Bissau Büyükelçisi Malam Mané’nin Güven Mektubunu Takdim Töreni (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021A/2021-05-04-gine.mp4,04.05.2021
Arjantin Büyükelçisi Patricia Beatriz Salas’ın Güven Mektubunu Takdim Töreni (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021A/2021-05-04-arjantin.mp4,04.05.2021
Etiyopya Büyükelçisi Adem Mohammed Mahmud’un Güven Mektubunu Takdim Töreni (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021A/2021-05-04-etiyopya.mp4,04.05.2021
"Cumhurbaşkanı Erdoğan, Ankara’da hayvancılıkla uğraşan Bekir Dikmen ve ailesiyle iftar yaptı",https://www.tccb.gov.tr/assets/video/2021A/2021-05-04-iftar.mp4,04.05.2021
"Cumhurbaşkanı Erdoğan, işçilerle iftar yemeğinde bir araya geldi",https://www.tccb.gov.tr/assets/video/2021/2021-05-01-iftar.mp4,01.05.2021
"Cumhurbaşkanı Erdoğan, cuma namazı çıkışında basın mensuplarının sorularını cevapladı",https://www.tccb.gov.tr/assets/video/2021/2021-04-30-cuma.mp4,30.04.2021
"Cumhurbaşkanı Erdoğan, askerlerle iftar yaptı",https://www.tccb.gov.tr/assets/video/2021/2021-04-29-iftar.mp4,29.04.2021
"Cumhurbaşkanı Erdoğan, KKTC Cumhurbaşkanı Tatar ile bir araya geldi",https://www.tccb.gov.tr/assets/video/2021/2021-04-26-kktc.mp4,26.04.2021
"Cumhurbaşkanı Erdoğan, Dünya Pilotlar Günü dolayısıyla pilotlarla bir araya geldi",https://www.tccb.gov.tr/assets/video/2021/2021-04-26-pilot.mp4,26.04.2021
Kabine Toplantısı (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021A/2021-04-26-kabine.mp4,26.04.2021
"Cumhurbaşkanı Recep Tayyip Erdoğan, Cumhurbaşkanlığı Külliyesinde gerçekleştirilen Cumhurbaşkanlığı Kabinesi Toplantısı’nın ardından basın açıklaması yaptı.",https://www.tccb.gov.tr/assets/video/2021/2021-04-26-kabine-bt.mp4,26.04.2021
"Cumhurbaşkanı Erdoğan'ın, Pençe-Şimşek ve Pençe-Yıldırım Operasyonu Komuta Merkezi'yle yaptığı görüşme",https://www.tccb.gov.tr/assets/video/2021/2021-04-24-operasyon.mp4,24.04.2021
"Cumhurbaşkanı Erdoğan, sağlık çalışanlarıyla iftar yemeğinde bir araya geldi",https://www.tccb.gov.tr/assets/video/2021/2021-04-24-iftar.mp4,24.04.2021
"Emine Erdoğan, ""Kalbe Dokunan İlmek"" sergisini gezdi",https://www.tccb.gov.tr/assets/video/2021A/2021-04-23-ee-sergi.mp4,23.04.2021
“100. yılına yaklaştığımız Cumhuriyetimizi her alanda güçlendirerek bizden sonraki nesillere bırakmanın gayreti içindeyiz”,https://www.tccb.gov.tr/assets/video/2021A/2021-04-23-bayrak.mp4,23.04.2021
"Cumhurbaşkanı Erdoğan, çocuklar için düzenlenen iftar programına katıldı",https://www.tccb.gov.tr/assets/video/2021A/2021-04-23-cocuklarla-iftar.mp4,23.04.2021
Yüksek İstişare Kurulu Toplantısı (Çankaya Köşkü),https://www.tccb.gov.tr/assets/video/2021/2021-04-22-yik.mp4,22.04.2021
İklim Liderler Zirvesi’ne Canlı Bağlantı (Çankaya Köşkü),https://www.tccb.gov.tr/assets/video/2021/2021-04-22-zirve.mp4,22.04.2021
Turizm Haftası Münasebetiyle Turizm Temsilcilerini Kabul (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021/2021-04-21-turizm.mp4,21.04.2021
AK Parti Grup Toplantısı (TBMM),https://www.tccb.gov.tr/assets/video/2021/2021-04-21-akparti.mp4,21.04.2021
Türkiye-Arnavutluk Fier Dostluk Hastanesi Açılış Programı’na Canlı Bağlantı (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021A/2021-04-21-arnavutluk.mp4,21.04.2021
"Cumhurbaşkanı Erdoğan, 8. Cumhurbaşkanı merhum Özal’ı anma törenine katıldı",https://www.tccb.gov.tr/assets/video/2021/2021-04-17-turgutozal.mp4,17.04.2021
Hasankeyf-2 Köprüsü Açılış Töreni'ne Canlı Bağlantı (Huber Köşkü),https://www.tccb.gov.tr/assets/video/2021/2021-04-17-kopru.mp4,17.04.2021
"Cumhurbaşkanı Erdoğan, Cuma namazını Kerem Aydınlar Camii'nde kıldı",https://www.tccb.gov.tr/assets/video/2021/2021-04-16-cuma.mp4,16.04.2021
"Cumhurbaşkanı Erdoğan, Çengelköy Polis Merkezi'nde iftar yaptı",https://www.tccb.gov.tr/assets/video/2021/2021-04-16-iftar.mp4,16.04.2021
Yunanistan Dışişleri Bakanı Nikos Dendias'ı Kabul(Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021/2021-04-15-yunanistan.mp4,15.04.2021
"Cumhurbaşkanı Erdoğan'ın, Cumhurbaşkanlığı Kabinesi Toplantısı ardından yaptığı açıklama",https://www.tccb.gov.tr/assets/video/2021/2021-04-13-kabine.mp4,13.04.2021
Anlaşmaların İmza Töreni ve Ortak Basın Toplantısı (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021/2021-04-12-libya-03-bt.mp4,12.04.2021
Uluslararası Demokratlar Birliği (UID) Kadın Kolları ve Gençlik Kolları MKYK Üyelerini Kabul (Dolmabahçe Ofis),https://www.tccb.gov.tr/assets/video/2021A/2021-04-11-uid.mp4,11.04.2021
Ukrayna Devlet Başkanı Volodimir Zelenskiy ile Başbaşa Görüşme (Huber Köşkü),https://www.tccb.gov.tr/assets/video/2021/2021-04-10-ukrayna-01-basbasa.mp4,10.04.2021
"Emine Erdoğan, Ukrayna Devlet Başkanı Vladimir Zelenskiy'nin eşi Olena Zelenska ile Galata Kulesi'ni ziyaret etti",https://www.tccb.gov.tr/assets/video/2021/2021-04-10-ukrayna-02-ee-esler.mp4,10.04.2021
Anlaşmaların İmza Töreni ve Ortak Basın Toplantısı (Huber Köşkü),https://www.tccb.gov.tr/assets/video/2021/2021-04-10-ukrayna-03-anlasmalar.mp4,10.04.2021
Beykoz Cam ve Billur Müzesi Açılış Töreni (Beykoz / İstanbul),https://www.tccb.gov.tr/assets/video/2021A/2021-04-09-muze.mp4,09.04.2021
"Cumhurbaşkanı Erdoğan, Türkiye Voleybol Federasyonu yönetici ve oyuncularını kabul etti",https://www.tccb.gov.tr/assets/video/2021A/2021-04-09-voleybol.mp4,09.04.2021
Gelişen Sekiz Ülke (D–8) Teşkilatı 10. Zirve Toplantısına Canlı Bağlantı (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021/2021-04-08-d8.mp4,08.04.2021
AK Parti Grup Toplantısı (TBMM),https://www.tccb.gov.tr/assets/video/2021/2021-04-07-akparti.mp4,07.04.2021
Genişletilmiş İl Başkanları Toplantısı (AK Parti Genel Merkezi),https://www.tccb.gov.tr/assets/video/2021A/2021-04-07-ilbaskanlari.mp4,07.04.2021
Avrupa Birliği Konseyi Başkanı Charles Michel ve Avrupa Birliği Komisyonu Başkanı Ursula Von Der Leyen’i Kabul (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021/2021-04-06-ab.mp4,06.04.2021
BM Genel Kurul Başkanı Volkan Bozkır’ı Kabul (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021/2021-04-06-volkanbozkir.mp4,06.04.2021
“Milleti ve milletin seçtiği yönetimi tehdit etme cüretini gösterenlere hadlerini yine milletimizle birlikte göstereceğiz”,https://www.tccb.gov.tr/assets/video/2021A/2021-04-05-bt.mp4,05.04.2021
"Cumhurbaşkanı Erdoğan, MHP Kurucu Genel Başkanı Alparslan Türkeş'in mezarını ziyaret etti",https://www.tccb.gov.tr/assets/video/2021A/2021-04-05-alparslanturkes.mp4,05.04.2021
Türk Konseyi Devlet Başkanları Zirvesi’ne Canlı Bağlantı (Vahdettin Köşkü),https://www.tccb.gov.tr/assets/video/2021/2021-03-31-turkkonseyi.mp4,31.03.2021
"Cumhurbaşkanı Erdoğan'ın, BM tarafından düzenlenen ""Kovid-19 ve Sonrasında Kalkınmanın Finansmanı"" başlıklı çevrimiçi etkinliğe gönderdiği video mesaj",https://www.tccb.gov.tr/assets/video/2021/2021-03-30-bm-mesaj.mp4,30.03.2021
Türk Konseyi Genel Sekreteri Baghdad Amreyev’i Kabul (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021/2021-03-30-BaghdadAmreyev.mp4,30.03.2021
Avrupa Konseyi Parlamenter Meclisi Başkanı Rik Daems’i Kabul (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021/2021-03-30-RikDaems.mp4,30.03.2021
MGK Toplantısı (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021A/2021-03-30-mgk.mp4,30.03.2021
Kabine Toplantısı (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021/2021-03-25-29-kabine.mp4,25.03.2021
1. Su Şurası Lansmanı ve 363 Tesisin Toplu Açılış Merasimi (Beştepe Millet Kongre ve Kültür Merkezi),https://www.tccb.gov.tr/assets/video/2021/2021-03-25-29-tesis.mp4,25.03.2021
"Cumhurbaşkanı Erdoğan'ın, Cumhurbaşkanlığı Kabinesi Toplantısı sonrası yaptığı açıklama",https://www.tccb.gov.tr/assets/video/2021/2021-03-29-kabine-bt.mp4,29.03.2021
Libya Başkanlık Konseyi Başkanı Muhammed El Menfi’nin Çalışma Ziyareti (Vahdettin Köşkü),https://www.tccb.gov.tr/assets/video/2021A/2021-03-26-libya.mp4,26.03.2021
"Cumhurbaşkanı Erdoğan, Cuma namazını Kerem Aydınlar Camii’nde kıldı",https://www.tccb.gov.tr/assets/video/2021A/2021-03-26-cuma.mp4,26.03.2021
Çin Halk Cumhuriyeti Dışişleri Bakanı Wang Yi’yi Kabul (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021A/2021-03-25-cin.mp4,25.03.2021
"Emine Erdoğan, çevre çalışmalarından dolayı BM’nin “Küresel Amaçlar Eylem Ödülü”ne layık görüldü",https://www.tccb.gov.tr/assets/video/2021/2021-03-25-ee-kalkinma.mp4,25.03.2021
AK Parti 7. Olağan Büyük Kongresi (Ankara Kapalı Spor Salonu),https://www.tccb.gov.tr/assets/video/2021A/2021-03-24-akparti.mp4,24.03.2021
"Emine Erdoğan, Manisa’daki doğa dostu tekstil fabrikasını ziyaret etti",https://www.tccb.gov.tr/assets/video/2021/2021-03-23-ee-thy.mp4,23.03.2021
"Emine Erdoğan, Türkiye Erişilebilirlik Ödülleri Töreni’ne katıldı",https://www.tccb.gov.tr/assets/video/2021A/2021-03-22-ee-odul.mp4,22.03.2021
"Emine Erdoğan: “Yeryüzü suları, ormanlar ve toprak, tüm canlıların ortak yurdudur”",https://www.tccb.gov.tr/assets/video/2021A/2021-03-22-ee-su.mp4,22.03.2021
"Cumhurbaşkanı Erdoğan, yapımı devam eden Taksim Camii ve Atatürk Kültür Merkezinde incelemelerde bulundu",https://www.tccb.gov.tr/assets/video/2021A/2021-03-20-taksim.mp4,20.03.2021
"Cumhurbaşkanı Erdoğan, Cuma namazını Kerem Aydınlar Camii’nde kıldı",https://www.tccb.gov.tr/assets/video/2021/2021-03-19-cuma.mp4,19.03.2021
"Cumhurbaşkanı Erdoğan, AB Komisyonu Başkanı Ursula von der Leyen ve AB Konseyi Başkanı Charles Michel ile video konferans görüşmesi gerçekleştirdi",https://www.tccb.gov.tr/assets/video/2021/2021-03-19-ab.mp4,19.03.2021
"Emine Erdoğan, özel gereksinimli çocukların anneleriyle bir araya geldi",https://www.tccb.gov.tr/assets/video/2021/2021-03-18-ee-anne.mp4,18.03.2021
Devlet Övünç Madalyası Tevcih Töreni (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021/2021-03-18-toren.mp4,18.03.2021
Kazakistan Başbakan Yardımcısı ve Dışişleri Bakanı Mukhtar Tileuberdi’yi Kabul (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021/2021-03-17-kazakistan.mp4,17.03.2021
Ford Otosan Gelecek Vizyon Toplantısı (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021/2021-03-16-ford.mp4,16.03.2021
“Bosna Hersek ile ticaret hacmimizi kısa zamanda 1 milyar dolara çıkarmayı hedefliyoruz”,https://www.tccb.gov.tr/assets/video/2021A/2021-03-16-bosna-bt.mp4,16.03.2021
AK Parti Gençlik Kolları 6. Olağan Kongresi (Ankara Spor Salonu),https://www.tccb.gov.tr/assets/video/2021/2021-03-15-akparti.mp4,15.03.2021
"Cumhurbaşkanı Erdoğan'ın, Cumhurbaşkanlığı Kabinesi Toplantısı sonrası yaptığı açıklama",https://www.tccb.gov.tr/assets/video/2021/2021-03-15-kabine-bt.mp4,15.03.2021
"Cumhurbaşkanı Erdoğan, Sağlık Bakanlığının 14 Mart Tıp Bayramı Törenine Video Mesaj Gönderdi",https://www.tccb.gov.tr/assets/video/2021A/2021-03-14-tipbayrami.mp4,14.03.2021
"Cumhurbaşkanı Erdoğan, Cuma namazını Üsküdar'daki Hazreti Ali Camii'nde kıldı.",https://www.tccb.gov.tr/assets/video/2021A/2021-03-12-cuma.mp4,12.03.2021
Ekonomi Reformları Tanıtım Toplantısı (Haliç Kongre Merkezi),https://www.tccb.gov.tr/assets/video/2021A/2021-03-12-ekonomi.mp4,12.03.2021
Romanya Büyükelçisi Ştefan Alexandru Tınca’nın Güven Mektubunu Takdim Töreni (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021/2021-03-11-romanya.mp4,11.03.2021
Dominik Cumhuriyeti Büyükelçisi Elvis Antonıo Alam Lora’nın Güven Mektubunu Takdim Töreni (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021/2021-03-11-dominik.mp4,11.03.2021
Senegal Büyükelçisi Cheıkh Gueye’nin Güven Mektubunu Takdim Töreni (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021/2021-03-11-senegal.mp4,11.03.2021
Bulgaristan Büyükelçisi Anguel Hrıstov Tcholakov’un Güven Mektubunu Takdim Töreni (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021/2021-03-11-bulgaristan.mp4,11.03.2021
İstiklal Marşı’nın Kabulünün 100. Yılı ve Mehmet Akif Ersoy’u Anma Programı (Beştepe Kongre ve Kültür Merkezi),https://www.tccb.gov.tr/assets/video/2021/2021-03-11-istiklalmarsi.mp4,11.03.2021
AK Parti Grup Toplantısı (TBMM),https://www.tccb.gov.tr/assets/video/2021/2021-03-10-akparti.mp4,10.03.2021
100.Yılında İstiklal Marşı Sergisi Açılış Programı (TBMM),https://www.tccb.gov.tr/assets/video/2021/2021-03-10-istiklalmarsi.mp4,10.03.2021
Akkuyu Nükleer Güç Santrali’nin Üçüncü Ünitesinin Temel Atma Töreni’ne Canlı Bağlantı (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021A/2021-03-10-akkuyu.mp4,10.03.2021
"Cumhurbaşkanı Erdoğan'ın, Türkiye Yatırımcı Haritası’nın Tanıtımı ve Etki Yatırımı Danışma Kurulu’nun ilan edileceği programa gönderdiği video mesaj",https://www.tccb.gov.tr/assets/video/2021/2021-03-08-bogazici.mp4,08.03.2021
"Emine Erdoğan, 8 Mart Dünya Kadınlar Günü dolayısıyla düzenlenen Üreten Kadınlar Zirvesi’ne katıldı",https://www.tccb.gov.tr/assets/video/2021/2021-03-08-ee-kadin.mp4,08.03.2021
AK Parti Kadın Kolları 6. Olağan Kongresi (Ankara Spor Salonu),https://www.tccb.gov.tr/assets/video/2021/2021-03-08-akparti-kadin.mp4,08.03.2021
"Cumhurbaşkanı Erdoğan ve eşi Emine Erdoğan, 8 Mart Dünya Kadınlar Günü dolayısıyla sağlık çalışanı ve sosyal hizmet uzmanı kadınlarla bir araya geldi",https://www.tccb.gov.tr/assets/video/2021/2021-03-08-ee-saglik.mp4,08.03.2021
"Cumhurbaşkanı Erdoğan'ın, Mavi Vatan 2021 Taktik Tatbikatı’nda yaptığı konuşma",https://www.tccb.gov.tr/assets/video/2021/2021-03-06-mavivatan.mp4,06.03.2021
"Cumhurbaşkanı Erdoğan, helikopter kazasında şehit olan askerler için düzenlenen cenaze törenine katıldı",https://www.tccb.gov.tr/assets/video/2021/2021-03-05-sehit.mp4,05.03.2021
"Cumhurbaşkanı Erdoğan, Almanya Başbakanı Merkel ile video konferans görüşmesi gerçekleştirdi",https://www.tccb.gov.tr/assets/video/2021/2021-03-05-almanya.mp4,05.03.2021
"Emine Erdoğan, Güçlü Türkiye'nin Güçlü Kadınları Zirvesi'ne video mesaj gönderdi",https://www.tccb.gov.tr/assets/video/2021/2021-03-04-ee-kadin.mp4,04.03.2021
Genişletilmiş İl Başkanları Toplantısına Canlı Bağlantı (Ak Parti Genel Merkezi),https://www.tccb.gov.tr/assets/video/2021/2021-03-04-ilbaskanlari.mp4,04.03.2021
Ekonomik İşbirliği Teşkilatı 14. Liderler Zirvesi’ne Canlı Bağlantı (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021/2021-03-04-ekonomi.mp4,04.03.2021
"Cumhurbaşkanı Erdoğan, MHP Genel Başkanı Bahçeli ile bir araya geldi",https://www.tccb.gov.tr/assets/video/2021A/2021-03-04-bahceli.mp4,04.03.2021
İnsan Hakları Eylem Planı Tanıtım Toplantısı (Beştepe Millet Kongre ve Kültür Merkezi),https://www.tccb.gov.tr/assets/video/2021/2021-03-02-insanhaklari.mp4,02.03.2021
Kabine Toplantısı (Cumhurbaşkanlığı Külliyesi),https://www.tccb.gov.tr/assets/video/2021/2021-03-01-kabine.mp4,01.03.2021
"Cumhurbaşkanı Erdoğan'ın, Cumhurbaşkanlığı Kabinesi Toplantısı sonrası yaptığı açıklama",https://www.tccb.gov.tr/assets/video/2021/2021-03-01-kabine-bt.mp4,01.03.2021
